simulation,timestep,C,I,U,Y,P,R
0,27,102.28562759401429,33.429707177565874,5.698919725064784,272.6987349286491,105.15191521795238,0.5821752871555911
0,28,102.30705360368873,73.04250272331365,5.768260166355938,291.0329188901674,103.81769575253082,1.4884857936107363
0,29,102.1275035914109,44.10408686611127,2.6755976521778115,311.06607075618155,100.63759807818371,1.682654970478196
0,30,102.14131497864712,38.900928175381424,4.062899040528605,302.0655280964552,102.15311002158204,1.7929198604685295
0,31,102.05711997730091,49.64833589139871,1.2545248573054464,333.601850191919,106.22264224638079,0.25423581887794944
0,32,102.32844665437942,91.38694881489698,6.939774096897419,285.5413891885032,101.35430074071839,2.2859164219867156
0,33,102.12795368338995,40.856306717149444,4.940260423190781,289.96248211526057,106.85317426389807,3.2496959548602127
0,34,102.48280503325394,46.47247176648226,8.403816194684218,293.9947905085663,112.31466731312588,2.7383929197992365
0,35,102.85505149588606,45.031277774223526,0.48225082697233723,315.0002398210713,103.08026265327773,1.761979472435534
0,36,102.80958393744677,53.38054825843932,2.328440214871214,299.29627130946017,104.85746031533567,2.0504230675560398
0,37,102.78948802447094,41.82044235821188,1.06531058578959,301.2017322495709,104.28362581768111,0.36862002149487794
0,38,102.85696667021404,68.16266985941323,2.721762683710585,295.89797701051873,101.71374360989614,2.0973509162825286
0,39,102.94515574015759,40.52073530498109,3.42282597730702,320.970217241307,105.63184820793903,1.9725737155144079
0,40,102.97839538503946,35.91247918034785,0.8964954613611015,385.4898064877698,108.56947551731133,2.2762707211127218
0,41,103.06225452092899,40.343330286800196,4.563646133284304,310.1888589197037,107.94588084417337,2.296305211379669
0,42,103.22986857157173,45.07692451366347,7.754389681199928,314.0307941694853,102.19616782318035,2.7903530526147033
0,43,103.50751172689432,43.747808183359936,2.4507312856058054,274.6077690144762,103.56047890135193,2.366881800852644
0,44,104.02969172326044,39.62999068594726,5.995912689135205,262.78338536224305,101.1117793936469,2.3976951901220587
0,45,103.96133449624328,36.413915171662936,7.3714232747001125,257.1749369741189,103.96658175962332,1.5788746628701378
0,46,103.9557035254058,69.07560560289602,6.92245154177361,281.37948037734475,101.27382631539807,0.04025416568768725
0,47,103.8989673469828,42.59433798396577,7.541534485246038,286.5068424074138,101.08735354510446,2.111524930029782
0,48,103.84610162712421,33.73471056277299,3.3509964006171415,293.9897266336323,101.64199718903149,1.2335898065635293
0,49,103.85095749114218,34.83033896753553,1.4439762019178504,316.859904556362,107.7712717782319,2.892089190241538
0,50,104.68569837878916,38.526166360333036,8.232783072995199,347.6605479308711,104.2763453272867,1.996915031664568
0,51,104.90526640911773,33.48686594415235,3.7000800371875604,308.84967495928765,100.98115452208158,2.13463843566616
0,52,105.6852918176304,30.78124539127984,3.8760693902471495,286.71250800652035,110.2428801265146,0.9968787048594828
0,53,105.52893023299514,34.984388357221476,2.6893246720011135,383.3173602859787,104.34071543811835,1.734836729215102
0,54,105.6679668139707,41.72357837028747,3.679763604381119,290.2472425650995,100.33603922024334,0.40749994700819886
0,55,105.9088824112943,40.50225539620585,6.416079396126626,319.931762216586,104.61741558815115,2.134026326277339
0,56,106.33513303063371,37.89696092373155,7.9444356878975775,307.71252262205644,103.455534108053,2.502854704846349
0,57,106.12551869351869,35.43747119992969,3.1870596510861136,333.65889064426676,101.6048051495004,1.7285707863774302
0,58,106.89594445665527,74.51768463103306,5.2102775502137,299.67508783965076,105.67493862647413,3.3519892244930163
0,59,107.02341655845298,86.27525150132354,3.6405456609806435,305.03075041442827,106.4713606701388,2.2160473029789625
0,60,106.96429949592273,67.04532697180825,0.8505668759054708,299.4572212426282,105.89524939701323,2.605161309496717
0,61,108.14936981047651,27.48855133053231,1.957281457184955,267.7316116188174,103.90069460899974,2.294852509710328
0,62,108.89575158412451,70.91502581522312,0.9854282185166829,262.8986606258409,103.35841018582066,3.245340339936353
0,63,108.81403103010683,44.69286675003132,0.7207816193890049,323.0174377684871,108.68797265420383,0.6921615597718558
0,64,109.20820205928246,63.91432094254723,4.69114619280637,296.0633429395339,105.11110652537364,2.0859824275156136
0,65,109.62386714569735,89.0835222436719,2.689612988311284,305.76756853877254,105.22570481146762,0.9715636254009177
0,66,110.09771449801804,35.65024408930372,8.300768794941648,317.58224072870973,102.06464077004121,2.43298797587226
0,67,111.48199362506492,75.12179739464307,1.144984893368755,302.5313732630151,114.75436578169027,2.569337005756224
0,68,111.23840911360477,33.700959581970245,2.3061301053152525,271.54731572083085,112.69133088979294,0.7239810930368331
0,69,111.90677369632276,28.410246769124992,9.033898866745366,321.58316822068247,104.17485398971061,1.8559016084175453
0,70,111.69367940432804,40.67628418984123,5.538098802111389,280.95963391658074,102.50456288403615,5.703527711074252
0,71,112.57358173180509,47.444957604175,3.9986861241707943,286.14183951371893,102.76423168128609,2.2927989356454566
0,72,113.3693407101427,39.015036749504226,3.678941569701415,318.7562943328734,101.25713202821497,1.251519537097528
0,73,113.3510616094358,36.38898279235566,4.814562464094726,347.5314998006532,104.57061507830609,3.4937915671729765
0,74,114.90129089817268,34.672000075775514,2.470846775688356,303.65593039180135,105.45209141423655,2.088376750207284
0,75,113.72909900017633,62.95067528317331,6.012756161208718,302.77198234831263,103.10158445862318,2.411659696646352
0,76,113.38603341608665,40.14258124825258,3.7360619076407615,305.6370355514032,105.58810139035701,0.3059860597423701
0,77,114.24359322109062,66.59560559602787,5.456322931478235,312.61334215085293,105.73613413661194,1.6140643748075787
0,78,114.37329620118945,32.73622649434571,10.952896542347364,291.21312790146516,99.89753235723843,2.1663806343822105
0,79,113.96551081503134,35.47098772612566,3.5314519683889745,291.5214923956964,107.3684688694447,1.2812440223613968
0,80,115.19781271437952,43.5561408002612,3.807905648933515,281.29381050669286,106.55342332780269,1.8113694242390075
0,81,116.0891353013921,37.32204109376976,3.8630946687276015,298.43107383725726,110.37615307447368,2.5662645307730685
0,82,117.39714760829997,36.776693017550066,4.914508813872062,293.8025119153588,113.84345139019135,0.0
0,83,116.79760553190566,52.74321833019199,5.233303318007241,268.01889665195415,100.89094449537829,0.24179372941791002
0,84,118.02210778714087,40.33842862365225,4.998340141277739,315.16226548103197,107.21570670220511,1.8739179959370469
0,85,118.82904940315841,82.45649007691715,3.239699887161611,289.3406598656999,102.76913615494094,1.6706596213154614
0,86,118.25304387859394,39.57486533060566,5.2678740867775025,313.36852330465035,101.98519062672577,1.9570068601620658
0,87,118.9292134795443,36.60391815087847,7.359953065778357,324.4427701890727,103.50666710777642,1.8645900631452363
0,88,120.32821333898441,39.6750575749138,2.773045973359539,306.38704630558595,104.7087990235594,0.8039447304080858
0,89,121.70980966063004,54.38702022660189,2.4897739833753123,287.0152850521177,105.1774493337453,0.48911418977684334
0,90,122.12396692808943,42.09823432162675,4.398604890685058,310.5442213214544,113.8545078255119,2.7107483946687516
0,91,121.53585685853469,68.7949345642262,5.800636001089618,303.77808475500706,101.94005126794056,4.6958572081632415
0,92,123.803229179584,37.99840376425115,2.5453843039728996,389.8250834164916,103.6840206768982,1.0492927164055976
0,93,124.41760273588172,40.57068136852374,6.475141566518647,296.0428638760075,104.50441364356392,0.3892854987218126
0,94,122.36489964751688,32.37331439003129,1.165238114759024,281.6492704285061,107.87559308856933,1.6526577879427051
0,95,122.59766570815184,37.67519341527092,4.039911462677358,290.81959987922,107.88673312164498,1.3709834659708362
0,96,124.19942332687751,35.0428064398737,7.392192605021712,344.35759050367193,101.32410485818386,2.804366083983776
0,97,123.4658711466233,38.149970269378315,7.12626976882466,265.0737215895339,101.28860121839111,2.2933745151897402
0,98,124.48835267939913,40.34898140741392,3.2546398327031887,254.02223810045373,103.36989405107825,1.1474084793454125
0,99,124.07385243599639,65.22643514446442,3.533307307791914,297.0090552361367,108.59590469671714,2.9193323150809305
0,100,124.75562296498389,34.18775992984965,4.145837706077089,308.30153235492327,110.1126206951636,1.0248112159141558
0,101,124.57352735938527,39.37058567473366,9.114157106361322,292.9335092391122,106.2870566160286,1.828468218006496
0,102,125.6077992704049,38.339437955165536,4.2412745991542975,248.3535811835935,103.9911510635232,2.0572164245964233
0,103,126.00046954541342,38.894975824668,3.2390728612780624,310.8631276487329,101.75686723425017,1.5232683745564002
0,104,127.22723768204273,57.41503646016765,1.317352070978132,311.7107438640695,106.58186255415093,2.392716781658068
0,105,127.47978351882361,39.99673738478513,5.1416619361535,339.25256167746187,101.87914418264776,0.5324087817834808
0,106,129.68520623768768,42.63813178612597,6.917060634011183,348.54795903476463,106.05952893425474,2.321764341211379
0,107,129.95671524595147,62.09000016979164,11.84797143632849,287.31140377907366,101.93021012503424,2.252442391836644
0,108,128.9636643859908,48.87898205048743,0.9717378378976449,250.61815489934773,109.41860938186235,0.9600984163860194
0,109,128.13260967114797,44.75343447766287,3.9676325474197145,291.9069339144394,104.127342040898,0.9641853620407246
0,110,127.19393111015384,32.337598637109075,1.74044268947735,322.39775760165105,100.7270878425786,2.436083919642168
0,111,126.30933456318103,47.19569757411255,1.1158573635624254,302.30902348867454,101.14598964856381,2.147183597971616
0,112,125.04397371500902,62.26971101803692,2.1164732395664267,314.2713110559117,106.87216328770704,1.4779799914071476
0,113,124.35958459115555,72.84596817203685,8.917471836906689,343.75871042029905,105.07554670920386,1.5039782705724831
0,114,124.66254226970996,41.00202650659142,0.7426793820789475,309.9842131784834,101.19357713821914,1.7413319557455476
0,115,126.38227912357338,40.30366018429718,1.6182426286847176,247.9978119994482,102.34330272729393,3.4909659820361645
0,116,125.21453377111236,33.200846298513675,4.272511836635158,274.9260794958093,102.02786488231278,3.3879101920409807
0,117,124.48917254646143,44.88492545067028,2.280924081571263,282.9256119280206,104.80629265583377,1.4710867114647925
0,118,126.11153699382271,30.49286117922955,1.410800506289697,273.48229506325475,102.1011704276717,2.0112048183296483
0,119,126.48619115037546,57.73620054985655,2.1872572931154477,248.9971127576026,104.64031555843113,2.701930195558721
0,120,124.39108943495684,47.69486217696211,9.544192406301748,301.12865648250437,103.32901362422886,1.9308399380851065
0,121,125.18295520664489,89.23948329268865,6.322549837616854,316.63234098546843,104.07052354088432,1.9580176025081593
0,122,126.37413285416578,74.84999093203167,4.161391991520347,300.922271014989,108.19740682785189,1.7658181405465234
0,123,127.3168719348276,81.54829343847388,7.025568506950848,334.69641123802023,101.85445279158031,1.6336616565538247
0,124,130.79384915379669,42.00948036969349,4.534947091139373,273.39341391038755,110.54317271001689,1.3869372830501059
0,125,130.36966006688374,44.249261540036365,2.4750633985887993,314.1940141353741,105.68060392970285,2.6609174946696466
0,126,133.1307865937509,36.66240114940692,8.261326770557291,292.2702124424611,104.28227573289173,1.9670907214123723
0,127,133.29642213615693,35.463544320091614,3.4048834948869087,256.44190936975974,110.7604152560933,1.6668074108648279
0,128,135.05369718771368,81.64733196653205,2.4455572710238203,332.5261340114244,104.10549343721604,1.4296795024459912
0,129,134.1465745006427,41.415418934986754,4.758694638899144,284.3240828855232,101.60996615992273,2.530204933673438
0,130,134.21895624948795,43.11678937324885,4.641681435649863,297.83607120572316,102.78169485070147,2.2593056186989675
0,131,132.51690403671472,42.31858614251143,6.252624521202261,334.7148114963297,111.77594256346595,0.9024376958562792
0,132,131.2024805675353,71.48386849949019,2.172023326756576,318.5153603100437,100.46401745763919,1.2522728582366276
0,133,132.6300949111239,40.51114365787741,2.8089254591997532,286.32591357270354,100.75573859372915,2.130248561826047
0,134,132.2007111257013,35.04177158401224,6.741836223180497,242.63464954623228,107.7149361038,2.7347598656386745
0,135,137.3498584562157,33.128603666728516,2.242352206825066,300.56933871296144,101.17927849972341,1.523636007916387
0,136,137.66403805333465,43.91073549106374,3.3490439327322163,296.5744922671748,101.39042028717982,2.5868137310848915
0,137,139.5774274858435,49.67444240067868,1.9523909517506988,318.1358706853886,104.57600494998556,2.167298524169944
0,138,140.5359669976387,49.98024202585997,5.185674652367401,340.9853391979416,101.84410848478596,1.971639685853509
0,139,137.6974938948392,52.49940139952931,4.2969653709962525,302.2542732237183,116.77616478313742,2.476296800073481
0,140,135.78753319876017,94.5690711716908,3.1122986370913273,323.03951027176834,104.0614878505689,2.3588378720384275
0,141,133.87522770885073,41.69182529897828,7.3122432270772855,325.7533205688406,106.85634537303294,2.063998193033099
0,142,137.39606084652098,37.972770163437076,2.3651753546575556,235.75700553717493,107.77898219320602,2.164637669938617
0,143,140.7052110598368,35.57639911521538,4.821134793082389,291.6639687601674,104.95177343848675,1.8830015829866498
0,144,145.71630698015863,93.43638514865155,5.198792903811698,292.1584862393404,106.47773045379884,1.9082464211426409
0,145,141.47216528582217,39.74222406003223,4.907631285696352,278.73099608556834,105.49596152701325,1.7524590227203451
0,146,139.74083271016454,49.18821939087316,4.1955764558006905,296.6698423405477,102.73916716739701,2.8152359502765805
0,147,141.7123543199335,42.961275020518684,2.5830454363275703,328.06509326294696,100.71150832104271,1.024278869144594
0,148,140.79130457035066,58.54684774268408,7.533785367055441,309.93083037656237,105.89509670043859,9.775155207246861
0,149,143.2898608484925,35.28850802526829,6.336812727598964,275.96233622213776,104.14462539559712,2.2936969291942026
0,150,143.16031273441018,55.531770535390926,11.785109925054476,326.3390535683576,102.62786847995581,1.8835369359049852
0,151,142.79079598095356,40.61274014167726,1.3921205590742383,265.7913058218753,101.52206166223827,1.8445084286051276
0,152,140.03684617920337,73.65194742545032,1.270854310451606,347.3216097178976,102.09583528787876,1.9206789420154995
0,153,139.55788570155377,36.336731445378696,1.8215702025378946,297.0481630587271,100.90923665984579,0.8299164544937437
0,154,141.3742881614045,81.11228317888965,2.645465706122818,280.2523180309407,102.92705762534455,3.7341032377774757
0,155,139.75998497064097,66.37104800922995,3.3175149584686188,347.5424065530994,100.3974476106011,3.155864959699508
0,156,140.66724436332512,38.5470520584198,8.653170614825486,335.7656806003858,100.99902468469568,0.9394875332237824
0,157,139.57289590577403,37.77347309833597,4.9783135477835705,300.96090869669814,107.96471338368896,1.6310566342771142
0,158,139.11435023666775,54.09245713018862,6.029426925082656,287.5084092158892,103.79919736444396,1.9247948913862067
0,159,138.35820257566166,40.77701821739657,4.7215288391743915,301.748890601213,103.81265264217765,1.006607113663136
0,160,140.04404606465837,35.79031703329667,10.021402682938051,310.79955249396335,104.33349162855318,1.966802486751188
0,161,142.39309580634168,26.9371544103054,5.466840852836368,277.11478879278513,102.62365716422097,2.4278207098191316
0,162,147.6761789215438,61.80786999884307,4.182031803163924,291.65721775233834,106.86697898921324,1.400531483125312
0,163,150.28757532712925,38.672285955374356,2.297190999855257,331.6907432334018,102.61028050594983,2.2074685459073127
0,164,152.30812774638187,48.57409782350358,6.5467776076240005,344.00799227895817,101.62872907083005,0.09817171443422086
0,165,158.39847371411318,76.39369479000979,2.727967963092456,289.2259980559077,103.27806530381663,0.8744507868929601
0,166,160.07314281537566,39.030420184197595,6.439597776423258,297.95551672326843,108.69787271086989,1.8978499859326705
0,167,163.24254276864394,69.51963680680733,6.0814050736115055,277.2284203771849,101.19381831910674,3.3017461315425067
0,168,168.01836724307648,39.08324376082373,2.6172369050204534,316.01459125586956,102.0586898931821,1.9148564752060928
0,169,169.99664561543972,63.664922989718725,1.2117099296728633,265.0498779124047,107.95489147446978,2.595388041648523
0,170,171.13314393301562,62.09785969506909,6.122479774290214,133.8955336862624,101.20994129708468,1.9767138832450248
0,171,171.72419614005614,37.258778296449925,5.682705919011857,295.2432135707004,101.17345402699297,1.7562060466953182
0,172,171.37092300159023,36.56399598697434,0.9955736476033745,300.30050669412697,103.30938534877477,2.301793505365514
0,173,170.75641882339227,43.56617922586362,2.0436687024768894,279.37473434674206,100.82626343922279,2.771789257432469
0,174,176.32343318595497,81.56369764904319,1.3696853901217299,293.18370794038776,103.06218139526173,1.6519713611978364
0,175,173.79460064997835,37.76135389492369,4.6998030222560425,304.78211044832403,101.66757777108003,5.189099450488749
0,176,175.90067270408548,55.27542195851276,4.18803689995999,294.6827204424295,101.42951412894105,1.232711813658212
0,177,177.47885517592235,76.80795684350642,7.469968409002096,242.17181558475954,104.18131896195374,1.639596181742879
0,178,173.38003848881618,38.038770076793824,1.0318857712493,307.15784707512006,101.20688389082397,2.6930886174003845
0,179,177.74521298727447,51.16197949584849,2.9493946610485566,271.964321022451,105.45173205925074,0.0
0,180,174.38720508071899,46.849001895613014,4.052539069666796,293.5203153024431,113.63714898382506,2.5456334356180523
0,181,172.9673468546749,35.89301674837513,3.1586095667775536,272.28536368513505,100.8453287396769,3.6629495211464995
0,182,174.38072667677181,38.30020584694435,7.161650972681657,297.3178194115333,101.52139006793107,1.7220175138796956
0,183,181.67569675987042,47.53595005123316,2.289103765168362,285.4061810112792,101.34367435063018,1.7221453384166194
0,184,185.72969775876717,39.93653163288322,3.5169475565240513,328.5570180810979,101.67487299111349,2.219693293732896
0,185,188.75796834693858,35.79214290746276,4.59779620635567,307.6894359865239,104.8295642617279,2.1976081281617654
0,186,196.52365432938672,41.05266147833269,3.1825199464243186,327.9723945191067,110.46941869039091,0.4123875324172709
0,187,197.4323822737587,49.621749979670334,4.889786123763606,288.1253099789152,105.25840001656518,1.9046855755582959
0,188,209.81518378519675,45.447408645128355,5.37490471238334,313.2925807052637,102.08113336125326,2.2958583684862814
0,189,214.8630514184425,50.454280319733925,0.9002055033174718,272.68861596013846,101.18487683219058,2.6143707785786527
0,190,217.95355064532615,59.88592052353977,5.882353840931153,254.02220340868524,106.87995972570833,2.566024461738987
0,191,210.16092032010215,53.12146615934451,2.650612632487314,320.6734299712014,106.83808868325082,0.7365878415960326
0,192,217.79281448868508,40.862666494411506,1.941653656200068,317.1435047404522,101.4477939108993,2.0868172307434483
0,193,223.45515304218688,47.2762119977994,0.843503904628732,299.1822988923197,106.11124514467261,2.563608343495912
0,194,224.44470188000713,43.59847102667306,1.2129884096585233,326.293110285716,104.22600506175912,4.583258293423557
0,195,224.04444490116265,92.75347954221684,6.699473062336588,285.6692566281595,104.03388886795179,1.9108632746612237
0,196,239.9728129328499,68.21424492015129,8.065567011619542,294.2481098046877,103.93282460909809,0.7917416940507793
0,197,237.2666401314782,83.13097156244824,3.5645377781894814,308.251146567525,105.68379024231375,2.760738589389603
0,198,242.35079786073575,75.87887714608257,1.7859665776592706,284.5959603562883,103.63010220308644,0.7645159126408858
0,199,245.5297521821126,67.97654857157903,7.338567280719969,255.15544558343112,101.41742809406419,2.23705405975173
1,0,100.92730414475346,61.37544485323671,5.389272763713828,342.788324772968,105.54216167735797,2.1160085697161857
1,1,100.67166649085004,37.08209027750766,4.99381048091663,307.4448828109182,102.422211655936,1.3194679165368368
1,2,101.18773519578063,36.28335201553424,2.7878470350142104,230.24049759217564,101.85522870337499,0.5579275839952775
1,3,100.80761289551889,84.30135847960985,8.770300760428043,298.6222548240372,101.26829422806946,3.105456307943249
1,4,101.08090102109207,40.57792468556963,3.4844122089569622,357.2282257037267,103.60302173612303,0.8086991488059635
1,5,100.95459052491518,55.40435024689603,5.334243077924363,281.5054241662733,103.29503082794577,2.5754491860614257
1,6,101.11978868700108,39.057254036332644,0.3915452201713623,272.687894250061,102.31412101553138,3.6079703956949993
1,7,100.89614765635382,45.53528455148018,2.280503630906832,306.75722923145776,104.58240059613138,1.8934662808400071
1,8,100.84749001416755,73.44502098065894,3.0618070846878154,310.5539485777715,106.67495226038169,2.0326250243270962
1,9,101.02391029490006,59.52469463730317,7.496939516801214,336.53820565371905,105.09017237121859,2.0107573447756355
1,10,101.09728600223343,38.77004287597568,6.011692483112399,296.1865137298329,100.01743349849755,1.8638320620642772
1,11,101.02095069536034,37.16996868457057,4.169559807663738,219.43526372090378,104.35559814350803,2.0243981909524655
1,12,101.00747982761433,75.89291758272473,3.3594437168552793,303.69607109340626,102.57096604815243,1.296006026374941
1,13,101.21487083001253,43.31432293671907,5.777614555709983,308.6348553688986,107.57412870320796,1.1397097270343661
1,14,101.31604444250738,36.33367790962,2.2980266135618796,291.36449317918823,106.89407754434316,1.7528613968521827
1,15,101.1611356151629,39.01190877026488,6.6414092713860144,293.06902005738164,101.15436309506275,1.2958047490899791
1,16,101.18513617517111,60.673337547233906,0.9708585018709813,298.01717914816504,101.37228083463305,2.36599474189427
1,17,101.13479020558921,34.99467704649342,4.880548589414222,260.16768376745335,106.86914581806658,1.793558779226139
1,18,100.9887010378749,77.57894570116581,9.49524511503086,296.79246572806835,101.85590418010605,1.530696748034447
1,19,101.25961490019525,30.482570740875573,3.0253301556253693,265.0891616235726,104.75016426195118,2.1258432188279923
1,20,101.4467998550954,35.1257611286204,8.89235925684543,308.734743446094,103.84463745389408,2.205226020913092
1,21,101.24016497382969,34.31185433637806,11.544532883549321,301.31626894865724,100.70779760009681,2.3361135750643727
1,22,101.38517986750583,49.22449977636568,1.5174557762519938,296.2281227247518,101.75075174437642,2.569844692634304
1,23,101.64105699622019,66.55327677863438,1.742303434866803,260.2976007343757,104.96469638705815,3.127729664893701
1,24,101.2735981888428,31.749852345336247,6.065520255005187,285.1583157823273,103.09788746033271,2.0191899701552227
1,25,101.6238604624713,38.16758515295384,5.919988758158422,323.96845112074953,102.33666155018692,0.09464724056110044
1,26,101.64991378143654,38.084255538568925,1.9232551767174382,354.0973337475169,107.38856502761413,2.1632703493928243
1,27,101.20035640043994,39.92673292842464,6.500920153018075,308.7561018632953,102.06150116871663,1.6083707553220132
1,28,101.58144795099227,40.91226224133239,6.858103867786578,306.8967618421291,105.08596004649218,0.16089196904114716
1,29,102.04919536298887,42.22210431722802,0.9522777234123204,248.12300072193042,102.49947745397986,1.0100145251994854
1,30,101.87810033360225,73.65431816319558,8.418458093323101,315.60587410280544,105.18663774960753,1.53825762750622
1,31,101.99555672624965,40.356834498255715,1.5015166553766774,317.72877657567165,104.99685131824762,2.7771192293190876
1,32,101.98063250863154,38.565926555191155,3.8716786502321066,318.6259488659607,101.3321867260623,1.8871459970366222
1,33,101.81998790295941,39.37612177241561,6.937757335902881,300.15916025303835,109.03813064147705,2.142966969961893
1,34,102.40578189141569,37.66127994561485,5.518965770528701,289.7987575696274,117.906160648296,1.4674855893167615
1,35,102.48768876049866,36.133628537432536,5.315120265505854,323.04863882660635,102.01845541655236,2.222675965061824
1,36,102.52697870687989,38.64182000199524,4.336607899863038,314.6995602017642,105.08809237120587,2.4687816863684295
1,37,102.46845721531895,37.5380054421131,10.079605969674418,276.28493717756766,110.60902987956545,2.899442481648647
1,38,102.78062514115737,41.60196206105545,0.6501426136127281,324.0390801520048,100.71909534660597,1.3417034623154882
1,39,102.79480076630911,82.51994441888847,9.224803357898045,299.83820608980994,106.0126056620894,2.623807804971776
1,40,102.9685642443975,63.33554559216799,6.249028155911492,289.5774899178922,104.5379769689886,1.8991455927108798
1,41,103.11580346826389,37.241295874686855,4.20345694077014,269.094997974763,103.67897908391522,0.5711805435679058
1,42,103.19703641163676,51.52310119295277,1.1978572200281068,333.73980666371745,100.86622240568752,2.004630960622173
1,43,103.43006288086356,30.690379502605335,1.1773099561911795,296.67194512878507,106.69381582831801,0.8273601272694682
1,44,103.64499953465562,31.78764355555141,2.3444826299761394,307.24905138331695,104.14857051363906,2.2745611494672517
1,45,103.28248845604007,80.6687910090621,4.288528727723165,269.43690392133954,105.65876594692645,2.201825130704994
1,46,103.4299448894467,49.98935802775463,6.722577501067108,326.33600741125576,101.54459412642537,1.7351861646494282
1,47,103.40862584570499,47.42009265212662,7.46304970785881,313.7836340950165,111.95505759080565,2.1572042616101825
1,48,103.02416440218846,41.451781604026856,2.755047546521569,313.30296899464923,104.74825638710165,2.5636400347672814
1,49,103.91758858762927,37.90797664956018,4.291096839141049,351.33694488736853,106.17028406093489,1.7114081552160836
1,50,103.70450951541201,63.93581477917646,4.748268716083003,293.1883932358427,102.2563877591106,2.310800664772213
1,51,103.68684676572023,42.00143338247781,2.3371802855483996,307.64706808423875,101.3366661944448,2.2349700245552295
1,52,103.7210984705441,61.678166614788935,0.5321686678601125,261.8381730064556,102.12446769111506,1.245162398884065
1,53,104.0738978523469,42.78584776017302,2.0530957005766775,413.07590414698853,101.05575800725221,2.0206474534755805
1,54,104.29551928919612,67.8927131922922,5.236240280031658,308.61289585190997,110.39836255686532,2.375526528035716
1,55,104.33198587731697,34.195361570994564,2.016254591692923,305.16431933500513,103.5745174216447,2.4074240014907904
1,56,104.65906148582243,66.89924889798054,6.12789898149589,380.4069605871075,102.7375247482054,1.919918767091251
1,57,104.84225192204804,33.01907305594465,2.9406365469845825,357.43108533393126,102.9619347913488,1.4972956877772443
1,58,105.02051701511817,30.260926241220297,5.1539243358756455,324.06591399437514,102.63318471386427,2.1664634545445804
1,59,104.92791583496917,66.4706985985855,7.0586444686115115,311.8330573175904,103.92127678193177,2.088234019584159
1,60,105.54935941266537,41.345476038436644,9.779298220630702,298.1335064849325,105.58623239226425,2.678814140007067
1,61,105.6832017784995,47.4841074806203,2.951048071623326,283.58807290065135,104.66229325590976,2.9430042969578865
1,62,105.3509941726471,44.78542878824023,1.8396740204599298,267.56982182812044,100.80963859565136,2.3880383797943128
